tenure,MonthlyCharges,TotalCharges,Contract,InternetService
17,88.25,1460.65,Month-to-month,Fiber optic
72,103.4,7372.65,Two year,Fiber optic
2,25.05,56.35,Month-to-month,DSL
60,102.5,6157.6,One year,Fiber optic
18,80.55,1411.65,Month-to-month,Fiber optic
25,74.3,1952.25,Month-to-month,Fiber optic
71,87.95,6365.35,Two year,DSL
1,21.1,21.1,Month-to-month,No
71,19.7,1415.85,Two year,No
67,75.7,5060.85,Month-to-month,Fiber optic
72,115.75,8443.7,Two year,Fiber optic
41,40.35,1677.85,Month-to-month,DSL
24,90.55,2282.55,Month-to-month,Fiber optic
54,55.0,3092.65,Month-to-month,DSL
23,34.6,813.45,Two year,DSL
13,64.75,877.35,One year,DSL
65,95.5,6153.85,One year,Fiber optic
55,20.5,1177.95,Two year,No
44,19.5,835.5,One year,No
68,54.4,3723.65,One year,DSL
15,48.85,631.4,Month-to-month,DSL
13,84.05,1095.3,Month-to-month,Fiber optic
33,19.45,600.25,One year,No
1,50.15,50.15,Month-to-month,DSL
25,55.55,1405.3,Month-to-month,DSL
11,94.2,999.9,Month-to-month,Fiber optic
5,78.75,412.1,Month-to-month,Fiber optic
52,20.1,1078.75,Two year,No
21,71.7,1497.05,One year,DSL
39,106.4,4040.65,Month-to-month,Fiber optic
2,19.9,33.7,Month-to-month,No
41,70.25,2868.05,Month-to-month,Fiber optic
5,24.3,132.25,Month-to-month,No
24,80.25,1861.5,Month-to-month,Fiber optic
1,20.2,20.2,Month-to-month,No
7,79.0,522.95,Month-to-month,Fiber optic
40,93.4,3756.4,Month-to-month,Fiber optic
19,100.0,1888.65,One year,Fiber optic
23,20.45,481.1,One year,No
1,45.3,45.3,Month-to-month,DSL
15,38.8,603,Two year,DSL
1,88.8,88.8,Month-to-month,Fiber optic
63,109.4,7031.45,Month-to-month,Fiber optic
1,74.35,74.35,Month-to-month,Fiber optic
4,44.55,220.75,Month-to-month,DSL
42,77.95,3384,Month-to-month,Fiber optic
27,66.15,1874.45,One year,DSL
71,116.05,8297.5,Two year,Fiber optic
7,94.7,673.1,Month-to-month,Fiber optic
20,19.5,413,Month-to-month,No
44,100.55,4398.15,Month-to-month,Fiber optic
52,19.6,1012.4,One year,No
7,86.25,587.1,Month-to-month,Fiber optic
56,96.95,5432.2,Month-to-month,Fiber optic
28,105.8,2998,Month-to-month,Fiber optic
54,20.35,1092.35,Two year,No
72,65.1,4754.3,Two year,DSL
39,20.7,762.45,Two year,No
12,20.15,260.7,One year,No
52,74.0,3877.65,One year,DSL
7,48.8,349.8,Month-to-month,DSL
31,25.75,755.6,Two year,No
24,56.25,1454.25,One year,DSL
3,74.1,228,Month-to-month,Fiber optic
47,20.55,945.7,Two year,No
28,51.0,1381.8,One year,DSL
32,79.3,2570,Month-to-month,Fiber optic
34,105.35,3540.65,Month-to-month,Fiber optic
3,50.15,168.15,Month-to-month,DSL
10,79.85,797.25,Month-to-month,Fiber optic
66,65.7,4378.9,Two year,DSL
1,45.25,45.25,Month-to-month,DSL
49,79.3,3902.45,Two year,DSL
1,20.15,20.15,Month-to-month,No
7,89.5,676.7,Month-to-month,Fiber optic
3,20.0,49.65,Month-to-month,No
34,90.15,3128.8,One year,Fiber optic
72,85.3,6129.2,Two year,DSL
3,77.4,206.15,Month-to-month,DSL
18,71.1,1247.75,Month-to-month,Fiber optic
67,60.05,3994.05,One year,DSL
44,25.7,1110.5,One year,No
7,69.2,477.55,Month-to-month,Fiber optic
52,104.45,5481.25,One year,Fiber optic
16,69.95,1205.5,Month-to-month,Fiber optic
8,54.75,445.85,Month-to-month,DSL
7,64.3,445.95,Month-to-month,DSL
72,19.8,1414.65,Two year,No
7,29.8,220.45,Month-to-month,DSL
21,20.35,422.7,One year,No
35,73.0,2471.25,One year,DSL
60,49.75,3069.45,Month-to-month,DSL
8,100.6,819.4,Month-to-month,Fiber optic
2,69.8,146.65,Month-to-month,Fiber optic
12,30.25,368.85,One year,DSL
3,29.6,79.45,Month-to-month,DSL
72,70.65,5011.15,Two year,DSL
52,111.25,5916.45,One year,Fiber optic
46,19.2,908.15,Two year,No
12,78.85,876.75,One year,DSL
37,100.3,3541.4,Month-to-month,Fiber optic
42,19.8,849.9,One year,No
58,80.65,4807.35,Month-to-month,Fiber optic
12,20.05,267,One year,No
68,19.95,1377.7,Two year,No
1,46.3,46.3,Month-to-month,DSL
44,56.25,2419.55,Month-to-month,DSL
71,109.7,7904.25,Two year,Fiber optic
29,34.3,1004.75,Month-to-month,DSL
34,26.1,980.35,Two year,No
6,91.0,531,Month-to-month,Fiber optic
62,97.95,5936.55,One year,Fiber optic
22,20.05,417,One year,No
66,104.6,6819.45,One year,Fiber optic
1,33.6,33.6,Month-to-month,DSL
50,105.95,5341.8,Month-to-month,Fiber optic
66,96.6,6424.25,Two year,Fiber optic
72,115.15,8349.45,Two year,Fiber optic
27,19.15,537.35,Month-to-month,No
7,19.45,136.75,One year,No
14,55.5,767.55,Month-to-month,DSL
26,35.75,1022.5,Month-to-month,DSL
11,75.25,888.65,Month-to-month,Fiber optic
33,59.55,2016.3,Two year,DSL
47,90.5,4318.35,Two year,DSL
1,19.1,19.1,Month-to-month,No
15,51.55,765.5,Month-to-month,DSL
66,108.45,7076.35,One year,Fiber optic
36,25.1,930.95,Two year,No
45,95.95,4456.65,Month-to-month,Fiber optic
24,104.15,2494.65,Month-to-month,Fiber optic
3,73.85,196.4,Month-to-month,Fiber optic
61,115.1,7008.15,Two year,Fiber optic
34,25.6,917.15,One year,No
68,70.9,4911.35,Two year,DSL
16,74.55,1170.5,Month-to-month,Fiber optic
32,80.3,2483.05,Month-to-month,Fiber optic
26,38.85,1025.15,Month-to-month,DSL
36,19.2,702.9,Month-to-month,No
3,20.25,71.2,One year,No
8,100.3,832.35,Month-to-month,Fiber optic
37,68.1,2479.25,One year,DSL
1,20.45,20.45,Two year,No
68,56.4,3948.45,Two year,DSL
25,84.8,2043.45,Month-to-month,Fiber optic
17,75.4,1322.55,Month-to-month,DSL
67,104.1,7040.85,One year,Fiber optic
5,28.45,131.05,Month-to-month,DSL
57,71.1,4140.1,One year,DSL
8,70.7,553.4,Month-to-month,Fiber optic
55,44.85,2479.05,Month-to-month,DSL
56,45.05,2560.1,Two year,DSL
19,94.95,1760.25,Month-to-month,Fiber optic
51,79.15,4018.55,Month-to-month,Fiber optic
67,35.7,2545.7,Two year,DSL
53,80.6,4348.1,Month-to-month,Fiber optic
1,19.75,19.75,Month-to-month,No
16,19.7,342.4,Month-to-month,No
26,54.75,1406.9,Month-to-month,DSL
45,75.95,3273.8,Month-to-month,DSL
47,25.4,1139.2,Month-to-month,No
33,94.5,3105.55,Month-to-month,Fiber optic
15,84.45,1287.85,Month-to-month,DSL
42,20.0,833.55,Two year,No
1,20.05,20.05,Month-to-month,No
56,104.75,5510.65,One year,Fiber optic
53,96.75,5206.55,One year,Fiber optic
15,105.1,1582.75,Month-to-month,Fiber optic
16,54.85,916.15,Two year,DSL
20,19.7,415.9,One year,No
15,96.5,1392.25,Month-to-month,Fiber optic
38,80.45,3162.65,Month-to-month,Fiber optic
1,56.25,56.25,Month-to-month,DSL
57,19.6,1134.25,Two year,No
72,109.55,7920.7,Two year,Fiber optic
54,100.1,5440.9,Month-to-month,Fiber optic
30,54.45,1588.7,Month-to-month,DSL
5,75.6,402.5,Month-to-month,Fiber optic
65,109.4,7227.45,Month-to-month,Fiber optic
25,24.75,692.1,Two year,No
44,20.0,860.85,One year,No
71,80.7,5676,Two year,Fiber optic
24,78.4,1832.4,One year,DSL
51,90.35,4614.55,One year,Fiber optic
62,90.7,5586.45,Month-to-month,Fiber optic
47,80.35,3825.85,Month-to-month,Fiber optic
12,19.35,212.3,Two year,No
1,24.7,24.7,Month-to-month,DSL
68,108.45,7176.55,One year,Fiber optic
52,105.1,5376.4,One year,Fiber optic
26,60.05,1616.15,Month-to-month,DSL
13,70.15,931.75,Month-to-month,Fiber optic
58,68.4,3972.25,One year,DSL
35,20.05,746.75,One year,No
51,94.0,4905.75,One year,Fiber optic
65,19.85,1267.05,Two year,No
23,55.8,1327.85,One year,DSL
4,80.6,319.15,Month-to-month,Fiber optic
34,100.45,3414.65,Month-to-month,Fiber optic
13,75.3,989.45,One year,DSL
68,95.9,6503.2,Month-to-month,Fiber optic
69,39.1,2779.5,Two year,DSL
36,20.25,717.95,Two year,No
4,20.5,79.05,One year,No
17,62.1,1096.65,One year,DSL
14,86.1,1235.55,Month-to-month,Fiber optic
70,68.95,4858.7,Two year,DSL
42,106.15,4512.7,Month-to-month,Fiber optic
43,80.2,3581.6,One year,DSL
8,75.0,658.1,Month-to-month,Fiber optic
64,109.2,6741.15,Two year,Fiber optic
52,57.95,3042.25,One year,DSL
55,77.8,4323.35,Two year,DSL
4,70.2,280.35,Month-to-month,Fiber optic
6,49.65,267.35,Month-to-month,DSL
1,74.7,74.7,Month-to-month,Fiber optic
6,29.45,161.45,Month-to-month,DSL
1,70.1,70.1,Month-to-month,Fiber optic
1,19.4,19.4,Month-to-month,No
13,76.2,981.45,Month-to-month,DSL
13,79.25,1111.65,Month-to-month,Fiber optic
24,24.1,587.4,Two year,No
67,26.1,1759.55,Two year,No
59,76.75,4541.9,One year,DSL
71,85.45,6029.9,Two year,DSL
64,108.95,7111.3,Month-to-month,Fiber optic
6,85.15,503.6,Month-to-month,Fiber optic
37,80.05,3019.1,One year,Fiber optic
29,84.9,2516.2,Month-to-month,Fiber optic
72,24.75,1769.6,Two year,No
24,96.0,2122.45,Month-to-month,Fiber optic
21,86.55,1857.25,Month-to-month,Fiber optic
5,44.05,202.15,Month-to-month,DSL
63,97.45,6253,Two year,Fiber optic
61,96.5,5673.7,One year,Fiber optic
53,18.7,1005.7,Two year,No
1,25.8,25.8,Month-to-month,DSL
26,85.2,2184.6,One year,Fiber optic
8,20.15,165.5,Two year,No
60,71.75,4374.55,One year,DSL
20,95.5,1916.2,Month-to-month,Fiber optic
59,99.45,5623.7,Month-to-month,Fiber optic
4,20.2,55.7,Month-to-month,No
2,19.75,39.3,Month-to-month,No
36,51.05,1815,Month-to-month,DSL
25,20.15,536.35,Month-to-month,No
71,83.2,6126.1,Two year,DSL
61,99.4,5943.65,Month-to-month,Fiber optic
37,75.1,2658.8,One year,DSL
54,82.45,4350.1,One year,DSL
71,113.65,8166.8,Two year,Fiber optic
1,79.15,79.15,Month-to-month,Fiber optic
72,86.65,6224.8,Two year,DSL
30,90.05,2627.2,Month-to-month,Fiber optic
30,49.9,1441.95,Month-to-month,DSL
51,87.35,4473,Month-to-month,Fiber optic
22,84.75,1816.75,Month-to-month,Fiber optic
71,105.25,7291.75,Two year,Fiber optic
43,60.4,2640.55,One year,DSL
1,70.15,70.15,Month-to-month,Fiber optic
71,99.4,7168.25,Two year,Fiber optic
41,79.85,3320.75,One year,DSL
18,73.15,1305.95,Month-to-month,Fiber optic
66,25.3,1672.35,Two year,No
1,78.05,78.05,Month-to-month,Fiber optic
37,99.5,3762,Month-to-month,Fiber optic
6,56.25,389.1,Month-to-month,DSL
1,20.55,20.55,Month-to-month,No
33,95.0,3008.15,Month-to-month,Fiber optic
46,94.65,4312.5,One year,Fiber optic
61,111.6,6876.05,Two year,Fiber optic
55,19.15,998.1,One year,No
37,78.95,2839.65,Month-to-month,Fiber optic
32,35.15,1051.05,Month-to-month,DSL
8,19.7,130.25,Two year,No
70,101.1,6994.8,Two year,Fiber optic
30,50.4,1527.5,Month-to-month,DSL
60,79.2,4765,One year,Fiber optic
1,20.4,20.4,Month-to-month,No
33,109.9,3694.7,Month-to-month,Fiber optic
61,106.35,6751.35,Month-to-month,Fiber optic
6,98.15,567.45,Month-to-month,Fiber optic
72,25.2,1787.35,Two year,No
4,18.85,84.2,Month-to-month,No
58,107.75,6332.75,One year,Fiber optic
1,20.6,20.6,Month-to-month,No
8,100.85,819.55,Month-to-month,Fiber optic
4,19.75,78.3,Month-to-month,No
72,110.8,7882.25,Two year,Fiber optic
24,52.5,1208.15,Two year,DSL
7,69.0,506.9,Month-to-month,Fiber optic
10,75.3,720.45,Month-to-month,Fiber optic
2,75.45,158.4,Month-to-month,Fiber optic
17,92.7,1556.85,Month-to-month,Fiber optic
59,69.1,4096.9,One year,DSL
72,113.65,8182.75,Two year,Fiber optic
68,96.55,6581.9,One year,Fiber optic
28,19.9,543,One year,No
37,58.75,2203.1,One year,DSL
55,19.5,1026.35,One year,No
45,108.45,4964.7,Month-to-month,Fiber optic
67,83.85,5588.8,Month-to-month,Fiber optic
65,105.1,6631.85,Two year,Fiber optic
70,75.35,5437.75,Two year,DSL
69,25.6,1673.4,Two year,No
65,25.3,1748.55,Two year,No
71,84.8,6152.4,Two year,Fiber optic
70,60.35,4138.7,One year,DSL
56,59.8,3457.45,Two year,DSL
44,95.1,4060.55,Month-to-month,Fiber optic
12,49.05,593.05,Month-to-month,DSL
1,45.7,45.7,Month-to-month,DSL
33,86.15,2745.7,Month-to-month,Fiber optic
16,95.6,1555.65,Month-to-month,Fiber optic
43,84.85,3645.6,Month-to-month,Fiber optic
33,72.75,2447.45,Month-to-month,DSL
31,89.9,2806.9,Month-to-month,Fiber optic
3,91.05,289.1,Month-to-month,Fiber optic
49,84.35,4059.35,One year,DSL
2,44.7,93.7,Month-to-month,DSL
8,94.0,773.65,Month-to-month,Fiber optic
26,89.8,2335.3,Month-to-month,Fiber optic
1,19.55,19.55,Month-to-month,No
71,58.65,4145.25,Two year,DSL
72,60.0,4264,Two year,DSL
67,75.1,5064.45,One year,DSL
18,54.4,957.1,One year,DSL
62,96.1,6001.45,One year,Fiber optic
31,96.6,2877.95,Month-to-month,Fiber optic
8,20.25,158.35,Month-to-month,No
70,44.6,3058.15,Two year,DSL
69,60.8,4263.4,One year,DSL
1,90.6,90.6,Month-to-month,Fiber optic
23,78.55,1843.05,One year,DSL
72,86.65,6094.25,Two year,DSL
50,69.75,3557.7,Month-to-month,Fiber optic
44,90.4,4063,Month-to-month,Fiber optic
72,20.05,1423.65,Two year,No
8,29.25,226.95,Month-to-month,DSL
39,35.55,1309.15,One year,DSL
18,50.0,892.7,Month-to-month,DSL
32,93.95,2861.45,Month-to-month,Fiber optic
71,98.65,6962.85,One year,Fiber optic
2,70.7,141.45,Month-to-month,Fiber optic
63,19.7,1275.85,Two year,No
43,60.0,2548.55,Two year,DSL
42,85.9,3729.75,Month-to-month,Fiber optic
24,25.15,553,Two year,No
63,59.0,3707.6,Two year,DSL
7,20.25,144.35,Month-to-month,No
20,19.4,374.5,Month-to-month,No
44,20.5,865.05,One year,No
28,60.9,1785.65,Month-to-month,DSL
8,60.9,551.95,Month-to-month,DSL
70,110.2,7689.8,Two year,Fiber optic
72,74.4,5360.75,Two year,DSL
1,61.15,61.15,Month-to-month,DSL
67,25.6,1784.9,Two year,No
35,89.7,3165.6,One year,Fiber optic
45,75.15,3480.35,Two year,DSL
11,19.7,216.2,Month-to-month,No
4,61.3,249.4,Month-to-month,DSL
16,20.1,296.15,One year,No
18,19.55,389.25,Month-to-month,No
4,94.3,424.45,Month-to-month,Fiber optic
20,20.35,393.15,One year,No
67,88.8,5903.15,One year,DSL
40,98.15,4116.8,One year,Fiber optic
6,20.95,109.5,Month-to-month,No
59,93.35,5386.5,Month-to-month,Fiber optic
50,39.7,1932.75,Two year,DSL
1,84.8,84.8,Month-to-month,Fiber optic
13,43.8,592.65,One year,DSL
21,24.7,467.15,Month-to-month,No
41,106.3,4443.45,Month-to-month,Fiber optic
34,105.35,3688.6,Month-to-month,Fiber optic
29,98.8,2807.1,Month-to-month,Fiber optic
40,65.1,2586,Month-to-month,DSL
1,69.95,69.95,Month-to-month,Fiber optic
49,98.35,4889.2,Month-to-month,Fiber optic
35,59.6,2094.9,Month-to-month,DSL
8,54.75,438.05,Month-to-month,DSL
18,68.35,1299.8,Month-to-month,DSL
50,105.05,5163.3,Two year,Fiber optic
32,85.95,2628.6,Month-to-month,Fiber optic
23,49.7,1081.25,Month-to-month,DSL
3,78.5,242.05,Month-to-month,Fiber optic
38,78.95,2862.55,One year,DSL
51,96.4,4911.05,One year,Fiber optic
5,56.15,291.45,Month-to-month,DSL
63,96.0,6109.75,One year,Fiber optic
1,71.65,71.65,Month-to-month,Fiber optic
4,38.55,156.1,Month-to-month,DSL
42,60.15,2421.6,One year,DSL
71,100.5,7030.65,Two year,Fiber optic
1,45.7,45.7,Month-to-month,DSL
29,90.1,2656.7,One year,Fiber optic
31,94.5,2979.2,Month-to-month,Fiber optic
9,64.95,547.8,Month-to-month,DSL
16,59.4,1023.9,Month-to-month,DSL
1,20.4,20.4,Month-to-month,No
30,94.1,2804.45,Month-to-month,Fiber optic
49,19.0,918.7,One year,No
23,69.5,1652.1,Month-to-month,DSL
1,74.9,74.9,Month-to-month,Fiber optic
10,49.55,475.7,One year,DSL
50,24.95,1261.45,Two year,No
60,94.1,5475.9,Month-to-month,Fiber optic
1,20.3,20.3,Month-to-month,No
2,62.05,118.3,Month-to-month,DSL
32,74.9,2303.35,Month-to-month,Fiber optic
33,20.05,669.45,Month-to-month,No
24,96.55,2263.45,Two year,Fiber optic
41,111.95,4534.9,One year,Fiber optic
40,39.3,1637.4,Month-to-month,DSL
38,25.05,963.95,Two year,No
64,111.6,7099,Two year,Fiber optic
68,60.65,3975.9,One year,DSL
71,49.35,3515.25,Two year,DSL
34,103.8,3470.8,One year,Fiber optic
19,90.6,1660,Month-to-month,Fiber optic
1,20.2,20.2,Month-to-month,No
17,102.55,1742.5,Month-to-month,Fiber optic
54,104.1,5645.8,Month-to-month,Fiber optic
40,62.05,2511.55,One year,DSL
43,115.05,4895.1,Two year,Fiber optic
13,75.0,999.45,Month-to-month,Fiber optic
66,25.45,1699.15,One year,No
1,46.2,46.2,Month-to-month,DSL
2,45.4,80.95,Month-to-month,DSL
29,24.85,788.05,One year,DSL
25,100.25,2387.75,Month-to-month,Fiber optic
21,41.9,840.1,Month-to-month,DSL
38,83.45,3147.15,Month-to-month,Fiber optic
6,19.0,105.5,One year,No
55,104.15,5743.05,One year,Fiber optic
59,99.5,5861.75,Two year,Fiber optic
49,19.45,921.3,One year,No
10,19.6,189.45,One year,No
23,81.0,1917.1,Month-to-month,Fiber optic
1,20.25,20.25,Month-to-month,No
31,98.05,3082.1,One year,Fiber optic
56,72.6,4084.35,Two year,DSL
71,80.7,5705.05,Two year,DSL
46,79.2,3593.8,Two year,DSL
15,74.4,1074.3,Month-to-month,Fiber optic
2,19.85,52,Month-to-month,No
71,23.85,1672.1,Two year,No
40,19.6,808.95,Two year,No
8,20.15,156.25,Month-to-month,No
12,45.05,523.1,Month-to-month,DSL
3,94.85,335.75,Month-to-month,Fiber optic
18,95.45,1752.55,Month-to-month,Fiber optic
72,108.2,7840.6,Two year,Fiber optic
70,94.8,6859.05,Two year,DSL
47,74.45,3510.3,Two year,DSL
29,58.55,1718.95,Month-to-month,DSL
72,20.55,1432.55,Two year,No
39,41.1,1597.05,Month-to-month,DSL
7,20.45,150.75,Month-to-month,No
71,95.65,6856.95,One year,Fiber optic
51,87.55,4475.9,One year,Fiber optic
52,100.3,5244.45,One year,Fiber optic
46,95.25,4424.2,One year,Fiber optic
38,94.65,3624.3,Month-to-month,Fiber optic
10,34.55,362.6,Month-to-month,DSL
72,114.65,8333.95,Two year,Fiber optic
19,78.7,1495.1,Month-to-month,Fiber optic
3,83.9,267.4,Month-to-month,Fiber optic
69,82.45,5555.3,Two year,DSL
54,20.1,1079.45,Two year,No
12,43.65,526.95,Month-to-month,DSL
8,21.05,139.75,Month-to-month,No
23,90.0,2024.1,Month-to-month,Fiber optic
7,74.35,533.6,Month-to-month,Fiber optic
6,69.25,418.4,Month-to-month,Fiber optic
45,18.85,867.3,One year,No
72,80.85,5824.75,Two year,DSL
1,20.35,20.35,Month-to-month,No
23,23.85,625.65,Two year,No
72,94.65,6747.35,Month-to-month,Fiber optic
67,75.5,5229.45,Two year,DSL
43,51.25,2151.6,One year,DSL
1,45.65,45.65,Month-to-month,DSL
60,104.35,6339.45,One year,Fiber optic
2,79.85,152.45,Month-to-month,Fiber optic
1,75.55,75.55,Month-to-month,Fiber optic
72,78.85,5763.15,Two year,DSL
32,89.6,2901.8,Month-to-month,Fiber optic
61,89.65,5308.7,Two year,DSL
64,110.3,6997.3,Two year,Fiber optic
14,19.55,294.5,One year,No
13,80.5,1011.8,Month-to-month,Fiber optic
25,20.95,495.15,One year,No
46,54.35,2460.15,Two year,DSL
4,45.9,199.75,Month-to-month,DSL
47,20.45,943,Two year,No
53,69.7,3729.6,Two year,DSL
9,70.05,564.4,Month-to-month,DSL
70,108.15,7930.55,One year,Fiber optic
50,90.1,4549.45,One year,Fiber optic
9,73.8,704.3,Month-to-month,Fiber optic
70,19.8,1397.65,Two year,No
67,118.35,7804.15,One year,Fiber optic
1,19.65,19.65,Month-to-month,No
66,74.25,4859.25,One year,Fiber optic
58,20.3,1160.75,Two year,No
0,52.55, ,Two year,DSL
2,69.65,145.15,Month-to-month,Fiber optic
41,19.85,810.45,Two year,No
4,78.85,292.8,Month-to-month,Fiber optic
23,20.15,405.6,One year,No
61,64.05,3902.6,One year,DSL
8,20.05,163.6,Month-to-month,No
1,75.35,75.35,Month-to-month,Fiber optic
22,26.25,605.9,Two year,No
2,47.8,92.45,Month-to-month,DSL
55,77.75,4458.15,Month-to-month,Fiber optic
60,74.35,4453.3,Month-to-month,Fiber optic
51,95.15,5000.05,One year,Fiber optic
7,80.3,526.7,Month-to-month,Fiber optic
2,69.6,131.65,Month-to-month,Fiber optic
35,85.3,2917.5,Month-to-month,Fiber optic
70,89.75,6367.2,Two year,DSL
1,89.25,89.25,Month-to-month,Fiber optic
30,25.1,789.55,Two year,No
8,49.85,365.55,Month-to-month,DSL
5,70.25,331.9,Month-to-month,Fiber optic
9,66.25,620.55,Month-to-month,DSL
11,74.55,824.75,Month-to-month,Fiber optic
63,39.35,2395.05,Two year,DSL
39,23.8,903.8,Two year,No
17,94.4,1607.2,Month-to-month,Fiber optic
14,54.25,773.2,One year,DSL
61,93.7,5860.7,One year,Fiber optic
72,115.6,8220.4,Two year,Fiber optic
40,55.8,2283.3,One year,DSL
1,20.15,20.15,Month-to-month,No
47,39.65,1798.65,One year,DSL
34,78.3,2564.3,Month-to-month,Fiber optic
18,40.2,711.95,One year,DSL
27,20.25,538.2,Two year,No
46,20.25,890.35,Two year,No
68,95.1,6683.4,Two year,Fiber optic
3,19.85,63.75,Month-to-month,No
22,94.65,2104.55,Month-to-month,Fiber optic
36,96.5,3436.1,Month-to-month,Fiber optic
28,60.0,1682.05,One year,DSL
51,19.85,996.95,One year,No
4,100.85,399.25,Month-to-month,Fiber optic
26,98.65,2537,Month-to-month,Fiber optic
37,92.95,3415.25,Month-to-month,Fiber optic
1,44.55,44.55,Month-to-month,DSL
5,19.85,108.05,Month-to-month,No
22,101.35,2317.1,Month-to-month,Fiber optic
56,24.45,1431.65,One year,No
35,20.6,754,One year,No
11,73.5,791.75,Month-to-month,Fiber optic
67,54.9,3725.5,Month-to-month,DSL
13,61.8,750.1,Month-to-month,DSL
40,36.0,1382.9,One year,DSL
1,46.3,46.3,Month-to-month,DSL
69,46.25,3121.4,Two year,DSL
15,29.7,438.25,Month-to-month,DSL
11,20.35,215.25,Month-to-month,No
2,20.1,39.8,Month-to-month,No
2,20.3,40.25,Month-to-month,No
35,102.05,3452.55,Month-to-month,Fiber optic
68,85.0,5607.75,Two year,DSL
70,77.3,5498.2,Two year,DSL
52,30.1,1623.4,One year,DSL
16,85.05,1391.15,Month-to-month,Fiber optic
6,19.15,124.4,One year,No
16,84.75,1350.15,Month-to-month,Fiber optic
68,111.75,7511.3,Two year,Fiber optic
12,99.95,1132.75,Month-to-month,Fiber optic
50,94.4,4914.9,Month-to-month,Fiber optic
61,20.55,1305.95,Two year,No
4,49.25,208.45,Month-to-month,DSL
13,95.25,1233.65,Month-to-month,Fiber optic
19,95.15,1789.25,Month-to-month,Fiber optic
46,69.1,3168,Month-to-month,DSL
32,76.3,2404.15,Month-to-month,DSL
42,40.15,1626.05,Month-to-month,DSL
4,40.05,162.45,Month-to-month,DSL
70,89.0,6293.2,Two year,DSL
47,59.6,2754,Two year,DSL
64,89.45,5692.65,One year,Fiber optic
1,19.25,19.25,Month-to-month,No
65,108.65,6937.95,Two year,Fiber optic
61,51.35,3244.4,Two year,DSL
2,61.2,125.95,Month-to-month,DSL
21,69.1,1474.75,Month-to-month,Fiber optic
2,86.2,178.7,Month-to-month,Fiber optic
39,86.3,3266,Month-to-month,Fiber optic
37,99.2,3754.6,One year,Fiber optic
8,94.2,777.3,Month-to-month,Fiber optic
54,110.45,6077.75,Two year,Fiber optic
56,95.65,5471.75,One year,Fiber optic
60,90.95,5453.4,One year,Fiber optic
68,75.8,5293.95,One year,DSL
1,54.75,54.75,Month-to-month,DSL
32,70.5,2201.75,One year,DSL
71,109.3,7782.85,Two year,Fiber optic
3,84.75,264.85,Month-to-month,Fiber optic
71,116.1,8310.55,Two year,Fiber optic
1,19.75,19.75,Month-to-month,No
20,89.0,1820.45,Month-to-month,Fiber optic
18,35.0,553,Month-to-month,DSL
20,64.4,1398.6,Month-to-month,DSL
2,70.7,151.65,Month-to-month,Fiber optic
40,96.35,3915.4,Month-to-month,Fiber optic
35,20.75,700.45,One year,No
56,68.75,3815.4,One year,DSL
30,100.4,2936.25,Month-to-month,Fiber optic
72,83.55,6093.3,Two year,DSL
42,103.8,4327.5,Month-to-month,Fiber optic
21,71.05,1524.85,Two year,DSL
5,20.1,85.1,One year,No
51,94.8,4837.6,One year,Fiber optic
47,19.9,942.95,One year,No
46,20.2,917.45,Two year,No
62,72.0,4284.2,Two year,DSL
19,87.7,1725.95,One year,Fiber optic
32,84.05,2781.85,One year,Fiber optic
52,109.3,5731.4,Two year,Fiber optic
4,19.5,96.85,Two year,No
63,50.65,3221.25,Two year,DSL
10,54.5,568.2,Month-to-month,DSL
6,19.55,128.6,Month-to-month,No
56,100.65,5688.05,Month-to-month,Fiber optic
54,69.9,3883.3,Month-to-month,DSL
15,76.0,1130.85,Month-to-month,Fiber optic
20,81.0,1683.7,Month-to-month,Fiber optic
21,96.8,2030.3,Month-to-month,Fiber optic
25,54.3,1296.8,Month-to-month,DSL
62,89.8,5629.55,Month-to-month,Fiber optic
66,105.2,6936.85,Month-to-month,Fiber optic
59,106.75,6252.9,Month-to-month,Fiber optic
71,105.55,7405.5,Two year,Fiber optic
16,112.95,1882.55,Month-to-month,Fiber optic
31,64.0,1910.75,One year,DSL
14,76.1,1054.8,Two year,DSL
11,20.0,196.35,One year,No
4,29.9,118.25,Month-to-month,DSL
30,89.9,2723.15,Month-to-month,Fiber optic
7,44.65,322.5,Month-to-month,DSL
44,59.85,2603.95,One year,DSL
42,20.7,828.85,Two year,No
1,55.0,55,Month-to-month,DSL
69,84.7,5878.9,Two year,DSL
44,89.2,4040.2,Month-to-month,Fiber optic
15,58.6,939.7,Month-to-month,DSL
54,20.0,1149.65,Two year,No
21,19.6,397,Two year,No
23,83.75,1849.95,Month-to-month,Fiber optic
2,51.4,96.8,Month-to-month,DSL
7,69.55,521.35,Month-to-month,Fiber optic
46,19.25,864.2,Two year,No
7,64.2,475,Month-to-month,DSL
48,55.5,2627.35,Two year,DSL
56,98.25,5508.35,One year,Fiber optic
58,20.8,1212.25,Two year,No
16,98.75,1587.55,Month-to-month,Fiber optic
1,21.05,21.05,Month-to-month,No
58,60.3,3563.8,One year,DSL
24,20.15,456.85,One year,No
26,79.3,2015.8,Month-to-month,Fiber optic
69,20.2,1376.5,Two year,No
8,84.9,764.95,Month-to-month,Fiber optic
58,45.35,2540.1,One year,DSL
22,20.55,469.85,Month-to-month,No
70,101.0,7085.5,Two year,Fiber optic
12,25.4,313,Two year,No
